city,city_ascii,country,iso2,state,county,display_ascii,nomin_id,osm_id,bb_min_lat,bb_max_lat,bb_min_lon,bb_max_lon,lon,lat,display_name,osm_type,place_class,place_type,importance,zoom,bb_center_lat,bb_center_lon
Langley,Langley,Canada,CA,British Columbia,,"Langley, British Columbia, Canada",258618432,2031947,49.0021232,49.2107096,-122.680625,-122.4593121,-122.5501311568147,49.106471850000005,"Township of Langley, British Columbia, Canada",relation,boundary,administrative,0.76,13.68338671724914,49.1064164,-122.56996855
St. Andrews,St. Andrews,Canada,CA,Manitoba,,"St. Andrews, Manitoba, Canada",259445517,11940540,50.0285771,50.506819,-97.1175583,-96.7936425,-96.98022662490486,50.26811185,"St. Andrews, Manitoba, Canada",relation,boundary,administrative,0.8699999999999999,12.921411875360409,50.26769805,-96.95560040000001
Ladysmith,Ladysmith,Canada,CA,British Columbia,,"Ladysmith, British Columbia, Canada",258107743,1022014,48.9361432,49.0113133,-123.8471129,-123.7706193,-123.8157964,48.9936579,"Ladysmith, Cowichan Valley Regional District, British Columbia, Canada",relation,boundary,administrative,0.8319115709599312,13.966553053536828,48.97372824999999,-123.8088661
Whistler,Whistler,Canada,CA,British Columbia,,"Whistler, British Columbia, Canada",750254,268148288,50.0771903,50.1571903,-122.9943022,-122.9143022,-122.9543022,50.1171903,"Whistler, Whistler Resort Municipality, Squamish-Lillooet Regional District, British Columbia, 8E 0X5, Canada",node,place,town,0.9367755889957352,13.961998826979462,50.117190300000004,-122.9543022
South Bruce,South Bruce,Canada,CA,Ontario,,"South Bruce, Ontario, Canada",258994376,7486670,43.9273225,44.1243637,-81.4073957,-80.9891915,-81.19888638182067,44.0319668,"South Bruce, Bruce County, Southwestern Ontario, Ontario, Canada",relation,boundary,administrative,0.6713084161990559,13.429454562329754,44.0258431,-81.1982936
Leeds and the Thousand Islands,Leeds and the Thousand Islands,Canada,CA,Ontario,,"Leeds and the Thousand Islands, Ontario, Canada",258986924,7434054,44.2807222,44.6385735,-76.2548292,-75.8521479,-76.07103712045979,44.46010075,"Leeds and the Thousand Islands, Leeds and Grenville Counties, Eastern Ontario, Ontario, Canada",relation,boundary,administrative,1.0013117306116222,12.997156411223012,44.459647849999996,-76.05348855
Timmins,Timmins,Canada,CA,Ontario,,"Timmins, Ontario, Canada",259201384,7588071,48.2765014,48.7116561,-81.7276447,-80.8114215,-81.330414,48.477473,"Timmins, Cochrane District, Northeastern Ontario, Ontario, Canada",relation,boundary,administrative,0.7791919896479449,11.213222653143928,48.49407875,-81.26953309999999
Carignan,Carignan,Canada,CA,Quebec,,"Carignan, Quebec, Canada",259053717,7903231,45.3822362,45.5135681,-73.3870109,-73.2427401,-73.3554902,45.437955,"Carignan, La Vallée-du-Richelieu, Montérégie, Québec, Canada",relation,boundary,administrative,0.6312133991210291,13.874081462228316,45.447902150000004,-73.3148755
Sainte-Sophie,Sainte-Sophie,Canada,CA,Quebec,,"Sainte-Sophie, Quebec, Canada",259561612,7698650,45.7665591,45.8845908,-74.0328539,-73.8077603,-73.8991887,45.818718,"Sainte-Sophie, La Rivière-du-Nord, Laurentides, Québec, Canada",relation,boundary,administrative,0.7420623407315453,13.820683561921099,45.825574950000004,-73.9203071
Pickering,Pickering,Canada,CA,Ontario,,"Pickering, Ontario, Canada",258349672,2408836,43.7930746,44.0107582,-79.2200381,-79.0085864,-79.090576,43.835765,"Pickering, Durham Region, Golden Horseshoe, Ontario, Canada",relation,boundary,administrative,0.7660990777880803,13.68432068594503,43.9019164,-79.11431225
Arnprior,Arnprior,Canada,CA,Ontario,,"Arnprior, Ontario, Canada",259554919,7046236,45.4021908,45.4659194,-76.3872603,-76.289749,-76.3543692,45.433515,"Arnprior, Renfrew County, Eastern Ontario, Ontario, Canada",relation,boundary,administrative,0.6553028706114591,13.963300287504762,45.434055099999995,-76.33850465
Prince Albert,Prince Albert,Canada,CA,Saskatchewan,,"Prince Albert, Saskatchewan, Canada",259024610,5217092,53.1693395,53.2633455,-105.8171882,-105.5370126,-105.748901,53.201097,"Prince Albert, Saskatchewan, Canada",relation,boundary,administrative,0.9113834583682199,13.8222950853691,53.216342499999996,-105.6771004
Cramahe,Cramahe,Canada,CA,Ontario,,"Cramahe, Ontario, Canada",259558408,7445180,43.9629192,44.1777977,-77.974027,-77.7687595,-77.87120200252244,44.0707335,"Cramahe, Northumberland County, Central Ontario, Ontario, Canada",relation,boundary,administrative,0.5646137428457798,13.69778780090807,44.07035845,-77.87139325000001
Brockton,Brockton,Canada,CA,Ontario,,"Brockton, Ontario, Canada",5643521,622094543,43.6409173,43.6609173,-79.4500216,-79.4300216,-79.4400216,43.6509173,"Brockton, Davenport, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6H 1C5, Canada",node,place,neighbourhood,0.6736591220057595,14.600819122791918,43.6509173,-79.4400216
Camrose,Camrose,Canada,CA,Alberta,,"Camrose, Alberta, Canada",258638200,4544637,52.9671079,53.0469839,-112.8934446,-112.7615999,-112.840576,53.013131,"Camrose, Alberta, Canada",relation,boundary,administrative,0.8041396353092962,13.933051967761868,53.0070459,-112.82752224999999
Lake Country,Lake Country,Canada,CA,British Columbia,,"Lake Country, British Columbia, Canada",258618151,2221795,50.0051319,50.1515181,-119.4866407,-119.2893476,-119.402331,50.0302364,"Lake Country, Regional District of Central Okanagan, British Columbia, Canada",relation,boundary,administrative,0.8362390769577179,13.804478087766055,50.078325,-119.38799415
Paradise,Paradise,Canada,CA,Newfoundland and Labrador,,"Paradise, Newfoundland and Labrador, Canada",258527179,1557771,47.5023312,47.6028142,-52.9396487,-52.821575,-52.8724145,47.5255933,"Paradise, Newfoundland, Newfoundland and Labrador, Canada",relation,boundary,administrative,0.98,13.923710638991194,47.5525727,-52.88061185
Wainfleet,Wainfleet,Canada,CA,Ontario,,"Wainfleet, Ontario, Canada",258998452,7519346,42.8553868,43.0114542,-79.583794,-79.2803106,-79.3764231,42.9238093,"Wainfleet, Niagara Region, Golden Horseshoe, Ontario, L0S 1V0, Canada",relation,boundary,administrative,0.6295218989809717,13.674971470558598,42.9334205,-79.43205230000001
Plessisville,Plessisville,Canada,CA,Quebec,,"Plessisville, Quebec, Canada",3889273,470732465,46.3812062,46.3813062,-71.852569,-71.852469,-71.852519,46.3812562,"Plessisville, Autoroute Jean-Lesage, Villeroy, L'Érable, Centre-du-Québec, Québec, G0X 1V0, Canada",node,highway,motorway_junction,0.22100000000000003,19.707031250001364,46.381256199999996,-71.852519
Kenora,Kenora,Canada,CA,Ontario,,"Kenora, Ontario, Canada",259206522,7678623,49.7398392,49.9063359,-94.5917133,-94.3430629,-94.4893528,49.766215,"Kenora, Kenora District, Northwestern Ontario, Ontario, Canada",relation,boundary,administrative,0.7538006867509325,13.716763041531994,49.82308755,-94.4673881
Dorval,Dorval,Canada,CA,Quebec,,"Dorval, Quebec, Canada",258198458,197562,45.418931,45.4943778,-73.7949245,-73.7081127,-73.7510888,45.4453082,"Dorval, Agglomération de Montréal, Montréal (06), Québec, Canada",relation,boundary,administrative,0.6465375900756265,13.960950095241708,45.456654400000005,-73.7515186
Mapleton,Mapleton,Canada,CA,Ontario,,"Mapleton, Ontario, Canada",258994307,7486152,43.5889776,43.8454495,-80.8737043,-80.4494153,-80.68926371473657,43.717472099999995,"Mapleton, Wellington County, Southwestern Ontario, Ontario, Canada",relation,boundary,administrative,0.5992995550804914,13.2443705762872,43.71721355,-80.66155979999999
Muskoka Falls,Muskoka Falls,Canada,CA,Ontario,,"Muskoka Falls, Ontario, Canada",98326967,32637192,44.9946844,44.9993554,-79.3040868,-79.3007491,-79.3023228,44.9978943,"Muskoka Falls Road South, Bracebridge, District Municipality of Muskoka, Muskoka District, Central Ontario, Ontario, P1L 1Z6, Canada",way,highway,residential,0.5199999999999999,15.084140937167263,44.9970199,-79.30241795
Coquitlam,Coquitlam,Canada,CA,British Columbia,,"Coquitlam, British Columbia, Canada",258347398,2221139,49.2198547,49.3513789,-122.8937644,-122.6199095,-122.793281,49.2842958,"Coquitlam, British Columbia, Canada",relation,boundary,administrative,0.887997870855167,13.754466332057348,49.2856168,-122.75683695000001
St. Catharines,St. Catharines,Canada,CA,Ontario,,"St. Catharines, Ontario, Canada",258663635,2387995,43.106662,43.2500098,-79.3209212,-79.1778306,-79.2441003,43.1579812,"St. Catharines, Niagara Region, Golden Horseshoe, Ontario, Canada",relation,boundary,administrative,0.9126243505024301,13.863120206852235,43.1783359,-79.24937589999999
Lac-Brome,Lac-Brome,Canada,CA,Quebec,,"Lac-Brome, Quebec, Canada",259056271,7926994,45.1575415,45.3075235,-72.6904077,-72.4782062,-72.5816681051914,45.2324581,"Lac-Brome, Brome-Missisquoi, Montérégie, Québec, Canada",relation,boundary,administrative,0.717681409931154,13.783840006145008,45.232532500000005,-72.58430695
Côte-Saint-Luc,Cote-Saint-Luc,Canada,CA,Quebec,,"Cote-Saint-Luc, Quebec, Canada",258914197,5361655,45.4527132,45.4926984,-73.6872541,-73.6441681,-73.6637524,45.4772716,"Côte-Saint-Luc, Agglomération de Montréal, Montréal (06), Québec, Canada",relation,boundary,administrative,0.7222193488748048,13.994771214974222,45.4727058,-73.66571110000001
Notre-Dame-du-Mont-Carmel,Notre-Dame-du-Mont-Carmel,Canada,CA,Quebec,,"Notre-Dame-du-Mont-Carmel, Quebec, Canada",259207995,7711551,46.4112107,46.5819062,-72.7581249,-72.5354232,-72.656708,46.488465,"Notre-Dame-du-Mont-Carmel, Les Chenaux, Mauricie, Québec, G0X 3J0, Canada",relation,boundary,administrative,1.0005537742158521,13.740483256954166,46.496558449999995,-72.64677405
Farnham,Farnham,Canada,CA,Quebec,,"Farnham, Quebec, Canada",259056358,7927003,45.224585,45.3419322,-73.0488569,-72.8820345,-72.974968,45.2831,"Farnham, Brome-Missisquoi, Montérégie, Québec, Canada",relation,boundary,administrative,0.6359422436998735,13.86967567689225,45.283258599999996,-72.9654457
Richelieu,Richelieu,Canada,CA,Quebec,,"Richelieu, Quebec, Canada",259263174,7903255,45.3620692,45.4562675,-73.2766318,-73.1927272,-73.2500193,45.4418993,"Richelieu, Rouville, Montérégie, Québec, Canada",relation,boundary,administrative,0.6020271157566979,13.951462843157502,45.40916835,-73.2346795
North Middlesex,North Middlesex,Canada,CA,Ontario,,"North Middlesex, Ontario, Canada",259019915,7499603,43.0338692,43.2706704,-81.8243303,-81.4401306,-81.62632336803046,43.152165,"North Middlesex, Middlesex County, Southwestern Ontario, Ontario, Canada",relation,boundary,administrative,0.6923437491030711,13.369367435388641,43.1522698,-81.63223045000001
Niagara Falls,Niagara Falls,Canada,CA,Ontario,,"Niagara Falls, Ontario, Canada",258493275,2388057,42.959288,43.1479269,-79.1772787,-78.9997399,-79.0639039,43.1065603,"Niagara Falls, Niagara Region, Golden Horseshoe, Ontario, Canada",relation,boundary,administrative,0.9141462154631499,13.772178387881665,43.05360745,-79.0885093
Didsbury,Didsbury,Canada,CA,Alberta,,"Didsbury, Alberta, Canada",158745,29772204,51.6207926,51.7007926,-114.1772475,-114.0972475,-114.1372475,51.6607926,"Didsbury, Town of Didsbury, Alberta, T0M 0W0, Canada",node,place,town,0.6300000000000001,13.961998826979475,51.6607926,-114.1372475
Saint-Hyacinthe,Saint-Hyacinthe,Canada,CA,Quebec,,"Saint-Hyacinthe, Quebec, Canada",259056385,7927129,45.5567488,45.7175207,-73.0484643,-72.8241208,-72.940636,45.627484,"Saint-Hyacinthe, Les Maskoutains, Montérégie, Québec, Canada",relation,boundary,administrative,0.7773737399582676,13.754118904008642,45.63713475,-72.93629255
Trent Hills,Trent Hills,Canada,CA,Ontario,,"Trent Hills, Ontario, Canada",259012351,7445182,44.1479746,44.4364683,-78.0309261,-77.6396439,-77.82218148636545,44.2921994,"Trent Hills, Northumberland County, Central Ontario, Ontario, Canada",relation,boundary,administrative,0.6966454293771892,13.2158930607121,44.29222145,-77.835285
Laurentian Valley,Laurentian Valley,Canada,CA,Ontario,,"Laurentian Valley, Ontario, Canada",259133206,7352025,45.6378716,45.8581906,-77.5017644,-76.9730708,-77.2679783426158,45.748619149999996,"Laurentian Valley, Renfrew County, Eastern Ontario, Ontario, Canada",relation,boundary,administrative,0.6844313097683032,13.190676866068213,45.7480311,-77.2374176
Port Colborne,Port Colborne,Canada,CA,Ontario,,"Port Colborne, Ontario, Canada",259086955,5878396,42.8596025,42.9595005,-79.2813348,-79.1153172,-79.2513905,42.8862392,"Port Colborne, Niagara Region, Golden Horseshoe, Ontario, Canada",relation,boundary,administrative,0.799599826756761,13.890635352652987,42.9095515,-79.19832600000001
Cavan Monaghan,Cavan Monaghan,Canada,CA,Ontario,,"Cavan Monaghan, Ontario, Canada",258808650,2922730,44.0809273,44.3008408,-78.5847418,-78.3281632,-78.46896060471727,44.190608,"Cavan-Monaghan, Peterborough County, Central Ontario, Ontario, Canada",relation,boundary,administrative,0.7471612747022885,13.611480838598741,44.19088405,-78.45645250000001
Wasaga Beach,Wasaga Beach,Canada,CA,Ontario,,"Wasaga Beach, Ontario, Canada",106114810,60265599,44.4701092,44.5199939,-80.0509461,-79.9888741,-80.01971270647715,44.495551750000004,"Wasaga Beach Provincial Park, Wasaga Beach, Simcoe County, Central Ontario, Ontario, Canada",way,boundary,national_park,0.7397110336847337,13.98514633027436,44.49505155,-80.0199101
Beauceville,Beauceville,Canada,CA,Quebec,,"Beauceville, Quebec, Canada",259308415,8090032,46.1186098,46.3247425,-70.8758504,-70.6578071,-70.774269,46.210725,"Beauceville, Robert-Cliche, Chaudière-Appalaches, Québec, Canada",relation,boundary,administrative,0.6415992956191816,13.691914093335399,46.22167615,-70.76682875
Erin,Erin,Canada,CA,Ontario,,"Erin, Ontario, Canada",259001872,7486150,43.6290966,43.8614949,-80.2612184,-79.9690441,-80.070076,43.77506,"Erin, Wellington County, Southwestern Ontario, Ontario, Canada",relation,boundary,administrative,0.6607179767809985,13.531072325952485,43.74529575,-80.11513125
Ramara,Ramara,Canada,CA,Ontario,,"Ramara, Ontario, Canada",258969387,7239018,44.4665937,44.7946573,-79.4032151,-79.0820597,-79.25539119299243,44.6250669,"Ramara Township, Simcoe County, Central Ontario, Ontario, Canada",relation,boundary,administrative,0.6195218989809717,13.26860590867362,44.630625499999994,-79.2426374
Trois-Rivières,Trois-Rivieres,Canada,CA,Quebec,,"Trois-Rivieres, Quebec, Canada",53497868,4529678860,46.3307999,46.3707999,-72.5771257,-72.5371257,-72.5571257,46.3507999,"Trois-Rivières, Mauricie, Québec, G8Z 2N6, Canada",node,place,suburb,0.7399857400796888,13.995631671554255,46.3507999,-72.5571257
Brossard,Brossard,Canada,CA,Quebec,,"Brossard, Quebec, Canada",258419535,2812764,45.4131021,45.4853509,-73.5237193,-73.376367,-73.4678904,45.4554829,"Brossard, Longueuil (agglomeration), Montérégie, Québec, Canada",relation,boundary,administrative,0.6589993625797315,13.932247585066618,45.4492265,-73.45004315
Beaubassin East / Beaubassin-est,Beaubassin East / Beaubassin-est,Canada,CA,New Brunswick,,"Beaubassin East / Beaubassin-est, New Brunswick, Canada",12373906,1236772612,46.2178653,46.2179653,-64.3770545,-64.3769545,-64.3770045,46.2179153,"Canada Post, 133, Robichaud, Beaubassin East, Shediac Parish, Westmorland County, New Brunswick / Nouveau-Brunswick, E4P 8C7, Canada",node,amenity,post_office,0.711,19.70703124998055,46.2179153,-64.3770045
Sherbrooke,Sherbrooke,Canada,CA,Quebec,,"Sherbrooke, Quebec, Canada",258805192,5915931,45.2999048,45.5240502,-72.1087893,-71.8025422,-71.889038,45.403271,"Sherbrooke, Estrie, Québec, Canada",relation,boundary,administrative,0.7497353865622227,13.525865764687463,45.4119775,-71.95566575000001
Rothesay,Rothesay,Canada,CA,New Brunswick,,"Rothesay, New Brunswick, Canada",113860571,111878828,45.3378506,45.4198709,-66.0658084,-65.9007526,-65.9879398,45.3815475,"Rothesay, Rothesay Parish, Kings County, New Brunswick / Nouveau-Brunswick, Canada",way,boundary,administrative,0.7699999999999999,13.911984501235317,45.37886075,-65.9832805
Pitt Meadows,Pitt Meadows,Canada,CA,British Columbia,,"Pitt Meadows, British Columbia, Canada",309312941,2221141,49.1960623,49.3532551,-122.7686318,-122.5794213,-122.6901534,49.2207623,"Pitt Meadows, British Columbia, Canada",relation,boundary,administrative,0.9308031717481289,13.798441404943732,49.2746587,-122.67402655000001
Saint John,Saint John,Canada,CA,New Brunswick,,"Saint John, New Brunswick, Canada",259196378,9349818,45.1332468,45.3769267,-66.2456224,-65.8388646,-66.058044,45.278752,"City of Saint John, Saint John County, New Brunswick / Nouveau-Brunswick, Canada",relation,boundary,administrative,1.038234898235987,13.312333487974305,45.255086750000004,-66.0422435
Wood Buffalo,Wood Buffalo,Canada,CA,Alberta,,"Wood Buffalo, Alberta, Canada",259123515,7087463,55.5472635,59.9996518,-114.0002845,-110.0057496,-111.4667003,57.6527825,"Wood Buffalo, Alberta, Canada",relation,boundary,administrative,0.8190014168913937,5.0,57.77345765,-112.00301705000001
Coaticook,Coaticook,Canada,CA,Quebec,,"Coaticook, Quebec, Canada",259224749,7953163,45.0076282,45.1601383,-71.9311045,-71.6728219,-71.803479,45.1334169,"Coaticook, Coaticook (MRC), Estrie, Québec, Canada",relation,boundary,administrative,0.6341089021200478,13.730838148049132,45.08388325,-71.8019632
Saint-Charles-Borromée,Saint-Charles-Borromee,Canada,CA,Quebec,,"Saint-Charles-Borromee, Quebec, Canada",259027587,7706451,46.0133977,46.0853147,-73.5216151,-73.4304338,-73.46283,46.04774,"Saint-Charles-Borromée, Joliette (MRC), Lanaudière, Québec, Canada",relation,boundary,administrative,0.7434918806285773,13.960895350501023,46.0493562,-73.47602445000001
Otterburn Park,Otterburn Park,Canada,CA,Quebec,,"Otterburn Park, Quebec, Canada",259221470,7903225,45.5222497,45.5532742,-73.2318284,-73.1855241,-73.2020384,45.5425651,"Otterburn Park, La Vallée-du-Richelieu, Montérégie, Québec, Canada",relation,boundary,administrative,0.6997854173444353,13.996776815571508,45.537761950000004,-73.20867625
Scugog,Scugog,Canada,CA,Ontario,,"Scugog, Ontario, Canada",258389462,2408840,44.0092427,44.2223533,-79.1224937,-78.7032089,-78.90598875892695,44.1150554,"Scugog, Durham Region, Golden Horseshoe, Ontario, Canada",relation,boundary,administrative,0.6589652785939946,13.380752956967378,44.115798,-78.9128513
Sorel-Tracy,Sorel-Tracy,Canada,CA,Quebec,,"Sorel-Tracy, Quebec, Canada",259056754,7932164,45.9551651,46.0515523,-73.1811547,-73.0108408,-73.104744,46.044404,"Sorel-Tracy, Pierre-De Saurel, Montérégie, Québec, Canada",relation,boundary,administrative,0.7687347789285488,13.891817731158532,46.0033587,-73.09599775
South Frontenac,South Frontenac,Canada,CA,Ontario,,"South Frontenac, Ontario, Canada",258988273,7430908,44.3386889,44.7408399,-76.8365947,-76.2520714,-76.48154805356438,44.5403979,"South Frontenac, Frontenac County, Eastern Ontario, Ontario, Canada",relation,boundary,administrative,0.6900748156090839,12.359767740856343,44.539764399999996,-76.54433305
Kingsville,Kingsville,Canada,CA,Ontario,,"Kingsville, Ontario, Canada",259451860,7433486,41.6765556,42.1772809,-82.8462179,-82.635681,-82.7396606,42.0378963,"Kingsville, Essex County, Southwestern Ontario, Ontario, Canada",relation,boundary,administrative,0.6695568222611625,13.268173195991743,41.92691825,-82.74094945
Baie-Comeau,Baie-Comeau,Canada,CA,Quebec,,"Baie-Comeau, Quebec, Canada",259030963,7719056,49.1795354,49.3470695,-68.5030567,-68.0453252,-68.152313,49.217597,"Baie-Comeau, Manicouagan, Côte-Nord, Québec, Canada",relation,boundary,administrative,0.7517692782735519,13.469518444847221,49.26330245,-68.27419094999999
Dauphin,Dauphin,Canada,CA,Manitoba,,"Dauphin, Manitoba, Canada",306391903,12377440,51.1253641,51.1698717,-100.0750456,-100.0165867,-100.04425,51.153509,"Dauphin, Manitoba, Canada",relation,boundary,administrative,0.773364117319504,13.988611758807233,51.1476179,-100.04581615000001
Otonabee-South Monaghan,Otonabee-South Monaghan,Canada,CA,Ontario,,"Otonabee-South Monaghan, Ontario, Canada",258991343,7471391,44.1194095,44.3655871,-78.3873453,-78.0610284,-78.21510688550094,44.2433463,"Otonabee–South Monaghan, Peterborough County, Central Ontario, Ontario, Canada",relation,boundary,administrative,0.7818449554900853,13.443969560053404,44.2424983,-78.22418685
New Tecumseth,New Tecumseth,Canada,CA,Ontario,,"New Tecumseth, Ontario, Canada",258488851,2344391,43.9770313,44.1855125,-79.8912591,-79.670159,-79.77443533804839,44.08192615,"New Tecumseth, Simcoe County, Central Ontario, Ontario, Canada",relation,boundary,administrative,0.7038276880810757,13.683860708546346,44.081271900000004,-79.78070905
Gatineau,Gatineau,Canada,CA,Quebec,,"Gatineau, Quebec, Canada",258706610,5379616,45.4517402,45.5773085,-75.7687708,-75.5261813,-75.6813728,45.4841214,"Gatineau, Outaouais, Québec, Canada",relation,boundary,administrative,0.7403827693547596,13.793403325144771,45.51452435,-75.64747605
Pointe-Calumet,Pointe-Calumet,Canada,CA,Quebec,,"Pointe-Calumet, Quebec, Canada",259189702,7699991,45.471409,45.5186515,-73.9974879,-73.9323158,-73.9668364,45.5006572,"Pointe-Calumet, Deux-Montagnes, Laurentides, Québec, Canada",relation,boundary,administrative,0.7454180498712282,13.985269301512512,45.49503025,-73.96490184999999
Sault Ste. Marie,Sault Ste. Marie,Canada,CA,Ontario,,"Sault Ste. Marie, Ontario, Canada",259462419,7590370,46.4528611,46.6122858,-84.6273183,-84.2258889,-84.320068,46.52391,"Sault Ste. Marie, Algoma District, Northeastern Ontario, Ontario, Canada",relation,boundary,administrative,1.0119123135041268,13.558420375734915,46.53257345,-84.42660359999999
Saint-Lambert-de-Lauzon,Saint-Lambert-de-Lauzon,Canada,CA,Quebec,,"Saint-Lambert-de-Lauzon, Quebec, Canada",259083737,8180116,46.5287595,46.6526988,-71.3311422,-71.1192012,-71.213379,46.58671,"Saint-Lambert-de-Lauzon, La Nouvelle-Beauce, Chaudière-Appalaches, Québec, G0S 2W0, Canada",relation,boundary,administrative,0.8882828450367443,13.822788144778533,46.59072915,-71.2251717
Taber,Taber,Canada,CA,Alberta,,"Taber, Alberta, Canada",152931,29661152,49.7532232,49.8332232,-112.1836569,-112.1036569,-112.1436569,49.7932232,"Taber, Town of Taber, Alberta, T1G 2A7, Canada",node,place,town,0.6300000000000001,13.961998826979475,49.7932232,-112.1436569
St. Thomas,St. Thomas,Canada,CA,Ontario,,"St. Thomas, Ontario, Canada",258807459,2911978,42.7422739,42.8129432,-81.2405115,-81.1352202,-81.1929882,42.779022,"St. Thomas, Southwestern Ontario, Ontario, Canada",relation,boundary,administrative,0.8676996068209479,13.954705667483777,42.77760855,-81.18786585000001
Gander,Gander,Canada,CA,Newfoundland and Labrador,,"Gander, Newfoundland and Labrador, Canada",297425681,2860385,48.8849786,49.0079736,-54.7211036,-54.4988245,-54.563767443572885,48.946502949999996,"Gander, unincorporated Newfoundland, Newfoundland, Newfoundland and Labrador, Canada",relation,boundary,administrative,0.98,13.81528102254207,48.9464761,-54.60996405
Val-David,Val-David,Canada,CA,Quebec,,"Val-David, Quebec, Canada",259207069,7692497,45.9758562,46.0868389,-74.2693494,-74.1513768,-74.2065632,46.0282815,"Val-David, Les Laurentides, Laurentides, Québec, Canada",relation,boundary,administrative,0.6633595793165109,13.915102606170702,46.03134755,-74.2103631
North Vancouver,North Vancouver,Canada,CA,British Columbia,,"North Vancouver, British Columbia, Canada",307729436,1524228,49.295636,49.3357132,-123.1026766,-123.038133,-123.0737925,49.3206294,"North Vancouver, District of North Vancouver, Metro Vancouver, British Columbia, Canada",relation,boundary,administrative,0.9712103084533765,13.988717832396762,49.3156746,-123.0704048
Ritchot,Ritchot,Canada,CA,Manitoba,,"Ritchot, Manitoba, Canada",259519364,11940276,49.5320656,49.7973585,-97.2540107,-96.9809281,-97.0745649543695,49.657532599999996,"Ritchot, Manitoba, Canada",relation,boundary,administrative,0.78,13.499218769074407,49.664712050000006,-97.1174694
Amherstburg,Amherstburg,Canada,CA,Ontario,,"Amherstburg, Ontario, Canada",258988232,7429830,41.8386072,42.1913083,-83.1496944,-82.9674032,-83.1086458,42.1013315,"Amherstburg, Essex County, Southwestern Ontario, Ontario, Canada",relation,boundary,administrative,0.6991140618721555,13.55634253093063,42.01495775,-83.05854880000001
Brock,Brock,Canada,CA,Ontario,,"Brock, Ontario, Canada",258666347,2408841,44.1833017,44.5167151,-79.2714983,-78.952321,-79.10016490761303,44.347685049999995,"Brock, Durham Region, Golden Horseshoe, Ontario, Canada",relation,boundary,administrative,0.637572334229807,13.261188520343648,44.3500084,-79.11190965
Shediac,Shediac,Canada,CA,New Brunswick,,"Shediac, New Brunswick, Canada",257936693,1109582,46.2004039,46.2325376,-64.5898485,-64.4895015,-64.5492146,46.219454,"Shediac, Shediac Parish, Westmorland County, New Brunswick / Nouveau-Brunswick, Canada",relation,boundary,administrative,0.7699999999999999,13.984248912821625,46.21647075,-64.539675
Dysart et al,Dysart et al,Canada,CA,Ontario,,"Dysart et al, Ontario, Canada",259448440,7351894,44.9639554,45.4412603,-78.7403404,-78.0711433,-78.40030815452491,45.2007432,"Dysart et al, Haliburton County, Central Ontario, Ontario, Canada",relation,boundary,administrative,0.814548847777872,11.768779627084074,45.20260785000001,-78.40574185
Halton Hills,Halton Hills,Canada,CA,Ontario,,"Halton Hills, Ontario, Canada",4037020,479696136,43.63701,43.65701,-80.027604,-80.007604,-80.017604,43.64701,"Halton Hills, Acton, Halton Hills, Halton Region, Golden Horseshoe, Ontario, L7J 2N2, Canada",node,place,locality,0.7588036674790013,14.600819122791918,43.647009999999995,-80.017604
Windsor,Windsor,Canada,CA,Quebec,,"Windsor, Quebec, Canada",259224654,7950475,45.5506128,45.5919669,-72.034526,-71.9587271,-72.0034954,45.5697799,"Windsor, Le Val-Saint-François, Estrie, Québec, Canada",relation,boundary,administrative,0.6235824549199813,13.984879003868787,45.57128985,-71.99662655
Brockville,Brockville,Canada,CA,Ontario,,"Brockville, Ontario, Canada",205936,34600120,44.4295925,44.7495925,-75.8443332,-75.5243332,-75.6843332,44.5895925,"Brockville, Eastern Ontario, Ontario, K6V 3P9, Canada",node,place,city,0.7903023926675614,13.289341935483886,44.589592499999995,-75.6843332
Edson,Edson,Canada,CA,Alberta,,"Edson, Alberta, Canada",258898901,6546946,53.5606556,53.5991935,-116.507354,-116.372437,-116.45217961332912,53.58102205,"Edson, Alberta, Canada",relation,boundary,administrative,0.78,13.970411117126467,53.57992455,-116.4398955
Saint-Philippe,Saint-Philippe,Canada,CA,Quebec,,"Saint-Philippe, Quebec, Canada",259250141,7785151,45.281429,45.3934384,-73.5122743,-73.3902832,-73.4790045,45.3584499,"Saint-Philippe, Roussillon, Montérégie, Québec, J0L 2K0, Canada",relation,boundary,administrative,0.7216022483564571,13.911100071749438,45.337433700000005,-73.45127875
South Bruce Peninsula,South Bruce Peninsula,Canada,CA,Ontario,,"South Bruce Peninsula, Ontario, Canada",259002125,7489202,44.5194885,44.9112372,-81.364557,-81.010433,-81.268759,44.6310905,"South Bruce Peninsula, Bruce County, Southwestern Ontario, Ontario, Canada",relation,boundary,administrative,0.7930818704926234,13.03480004294534,44.715362850000005,-81.18749500000001
Beresford,Beresford,Canada,CA,New Brunswick,,"Beresford, New Brunswick, Canada",114683743,111878840,47.6639572,47.7348507,-65.7448612,-65.6589575,-65.7032868,47.7047087,"Beresford, Beresford Parish, Gloucester County, New Brunswick / Nouveau-Brunswick, Canada",way,boundary,administrative,0.7966643958201229,13.964170850404445,47.699403950000004,-65.70190935
